date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
18:20:38	23984/23984	---M-Z	200	added ('OK')	text/html	date:Mon,%2016%20Apr%202018%2009:35:09%20GMT	http://bepatrickdavid.com/	C:/My%20Web%20Sites/yash/bepatrickdavid.com/index.html	(from )
18:20:38	68/68	---M--	200	added ('OK')	text/plain	date:Thu,%2014%20Sep%202017%2016:36:52%20GMT	http://bepatrickdavid.com/robots.txt		(from )
18:20:39	956/956	---M--	200	added ('OK')	image/png	date:Mon,%2020%20Feb%202017%2013:20:10%20GMT	http://bepatrickdavid.com/assets/img/favicon-16.png	C:/My%20Web%20Sites/yash/bepatrickdavid.com/assets/img/favicon-16.png	(from http://bepatrickdavid.com/)
18:20:39	1411/1411	---M--	200	added ('OK')	image/png	date:Mon,%2020%20Feb%202017%2013:20:11%20GMT	http://bepatrickdavid.com/assets/img/favicon-32.png	C:/My%20Web%20Sites/yash/bepatrickdavid.com/assets/img/favicon-32.png	(from http://bepatrickdavid.com/)
18:20:39	2007/2007	---M--	200	added ('OK')	image/png	date:Mon,%2020%20Feb%202017%2013:20:11%20GMT	http://bepatrickdavid.com/assets/img/favicon-48.png	C:/My%20Web%20Sites/yash/bepatrickdavid.com/assets/img/favicon-48.png	(from http://bepatrickdavid.com/)
18:20:39	2600/2600	---M--	200	added ('OK')	image/png	date:Mon,%2020%20Feb%202017%2013:20:12%20GMT	http://bepatrickdavid.com/assets/img/favicon-62.png	C:/My%20Web%20Sites/yash/bepatrickdavid.com/assets/img/favicon-62.png	(from http://bepatrickdavid.com/)
18:20:40	7826/7826	---M--	200	added ('OK')	image/png	date:Mon,%2020%20Feb%202017%2013:20:11%20GMT	http://bepatrickdavid.com/assets/img/favicon-192.png	C:/My%20Web%20Sites/yash/bepatrickdavid.com/assets/img/favicon-192.png	(from http://bepatrickdavid.com/)
18:20:41	121260/121260	---M--	200	added ('OK')	text/css	date:Mon,%2020%20Feb%202017%2013:19:18%20GMT	http://bepatrickdavid.com/assets/css/bootstrap/bootstrap.min.css	C:/My%20Web%20Sites/yash/bepatrickdavid.com/assets/css/bootstrap/bootstrap.min.css	(from http://bepatrickdavid.com/)
18:20:42	23409/23409	---M--	200	added ('OK')	text/css	date:Mon,%2020%20Feb%202017%2013:19:16%20GMT	http://bepatrickdavid.com/assets/css/bootstrap/bootstrap-theme.min.css	C:/My%20Web%20Sites/yash/bepatrickdavid.com/assets/css/bootstrap/bootstrap-theme.min.css	(from http://bepatrickdavid.com/)
18:20:44	48875/48875	---M--	200	added ('OK')	text/css	date:Wed,%2004%20Oct%202017%2006:34:23%20GMT	http://bepatrickdavid.com/assets/css/style.css	C:/My%20Web%20Sites/yash/bepatrickdavid.com/assets/css/style.css	(from http://bepatrickdavid.com/)
18:20:44	31000/31000	---M--	200	added ('OK')	text/css	date:Mon,%2020%20Feb%202017%2013:19:20%20GMT	http://bepatrickdavid.com/assets/css/font-awesome.min.css	C:/My%20Web%20Sites/yash/bepatrickdavid.com/assets/css/font-awesome.min.css	(from http://bepatrickdavid.com/)
18:20:45	51284/51284	---M--	200	added ('OK')	text/css	date:Mon,%2020%20Feb%202017%2013:19:20%20GMT	http://bepatrickdavid.com/assets/css/ionicons.min.css	C:/My%20Web%20Sites/yash/bepatrickdavid.com/assets/css/ionicons.min.css	(from http://bepatrickdavid.com/)
18:20:46	51856/51856	---M-Z	200	added ('OK')	application/x-javascript	date:Mon,%2017%20Dec%202018%2012:48:30%20GMT	https://connect.facebook.net/en_US/fbevents.js	C:/My%20Web%20Sites/yash/connect.facebook.net/en_US/fbevents.js	(from http://bepatrickdavid.com/)
18:20:47	4613/4613	---M--	200	added ('OK')	image/png	date:Mon,%2020%20Feb%202017%2013:20:12%20GMT	http://bepatrickdavid.com/assets/img/logo_big.png	C:/My%20Web%20Sites/yash/bepatrickdavid.com/assets/img/logo_big.png	(from http://bepatrickdavid.com/)
